temp,usages,datetime
97.91906,0.8975,2020-08-18 17:00:00
100.22144,0.8674999999999999,2020-08-18 18:00:00
101.6222,0.845,2020-08-18 19:00:00
102.02,0.8225,2020-08-18 20:00:00
101.9894,0.81,2020-08-18 21:00:00
100.07816,0.775,2020-08-18 22:00:00
98.37176,0.75,2020-08-18 23:00:00
96.77876,0.7275,2020-08-19 00:00:00
94.13636,0.7124999999999999,2020-08-19 01:00:00
92.2784,0.7075,2020-08-19 02:00:00
88.15729999999999,0.2825,2020-08-19 03:00:00
84.04736,0.59,2020-08-19 04:00:00
81.66956,0.22999999999999998,2020-08-19 05:00:00
79.70036,0.6825,2020-08-19 06:00:00
78.41156000000001,0.165,2020-08-19 07:00:00
78.0584,0.025,2020-08-19 08:00:00
76.7264,0.0225,2020-08-19 09:00:00
76.5824,0.0225,2020-08-19 10:00:00
75.77995999999999,0.6499999999999999,2020-08-19 11:00:00
76.99244,0.8325,2020-08-19 12:00:00
80.63186,0.86,2020-08-19 13:00:00
85.27226,0.875,2020-08-19 14:00:00
90.1805,0.875,2020-08-19 15:00:00
93.91244,0.88,2020-08-19 16:00:00
97.51226,0.8674999999999999,2020-08-19 17:00:00
99.6422,0.86,2020-08-19 18:00:00
100.07960000000001,0.8374999999999999,2020-08-19 19:00:00
102.51086,0.7975000000000001,2020-08-19 20:00:00
102.05816,0.79,2020-08-19 21:00:00
100.34096,0.7625,2020-08-19 22:00:00
98.06756,0.7275,2020-08-19 23:00:00
94.44794,0.7124999999999999,2020-08-20 00:00:00
91.05836000000001,0.7024999999999999,2020-08-20 01:00:00
88.12994,0.6799999999999999,2020-08-20 02:00:00
86.3672,0.66,2020-08-20 03:00:00
84.04736,0.6475,2020-08-20 04:00:00
81.66956,0.64,2020-08-20 05:00:00
79.67876,0.3175,2020-08-20 06:00:00
77.03816,0.02,2020-08-20 07:00:00
75.33176,0.02,2020-08-20 08:00:00
73.77835999999999,0.0275,2020-08-20 09:00:00
73.57964,0.02,2020-08-20 10:00:00
72.16934,0.0225,2020-08-20 11:00:00
74.18029999999999,0.78,2020-08-20 12:00:00
79.13426000000001,0.2025,2020-08-20 13:00:00
82.93244,0.69,2020-08-20 14:00:00
86.56106,0.86,2020-08-20 15:00:00
90.51206,0.845,2020-08-20 16:00:00
93.91244,0.835,2020-08-20 17:00:00
97.51226,0.815,2020-08-20 18:00:00
99.6314,0.7825,2020-08-20 19:00:00
99.338,0.7575000000000001,2020-08-20 20:00:00
97.70036,0.7275,2020-08-20 21:00:00
96.40076,0.72,2020-08-20 22:00:00
95.3582,0.275,2020-08-20 23:00:00
92.45894,0.59,2020-08-21 00:00:00
88.49714,0.265,2020-08-21 01:00:00
84.48476,0.39999999999999997,2020-08-21 02:00:00
84.17084,0.27249999999999996,2020-08-21 03:00:00
83.64956000000001,0.2525,2020-08-21 04:00:00
81.68036000000001,0.27,2020-08-21 05:00:00
80.37176,0.24,2020-08-21 06:00:00
78.79856,0.025,2020-08-21 07:00:00
77.3978,0.02,2020-08-21 08:00:00
77.0108,0.0225,2020-08-21 09:00:00
77.6822,0.10500000000000001,2020-08-21 10:00:00
78.08000000000001,0.815,2020-08-21 11:00:00
78.4373,0.8474999999999999,2020-08-21 12:00:00
80.27636000000001,0.87,2020-08-21 13:00:00
83.97482,0.875,2020-08-21 14:00:00
87.99224000000001,0.885,2020-08-21 15:00:00
92.8427,0.88,2020-08-21 16:00:00
96.94184,0.88,2020-08-21 17:00:00
98.65904,0.865,2020-08-21 18:00:00
100.89284,0.825,2020-08-21 19:00:00
102.02,0.81,2020-08-21 20:00:00
102.02,0.785,2020-08-21 21:00:00
101.9894,0.7675000000000001,2020-08-21 22:00:00
100.04756,0.755,2020-08-21 23:00:00
96.40814,0.74,2020-08-22 00:00:00
91.79654000000001,0.7375,2020-08-22 01:00:00
88.67876,0.7324999999999999,2020-08-22 02:00:00
86.03816,0.35,2020-08-22 03:00:00
84.34075999999999,0.53,2020-08-22 04:00:00
83.3288,0.315,2020-08-22 05:00:00
82.35176,0.5725,2020-08-22 06:00:00
80.77856,0.15999999999999998,2020-08-22 07:00:00
79.37780000000001,0.20249999999999999,2020-08-22 08:00:00
78.98,0.0175,2020-08-22 09:00:00
78.90242,0.0225,2020-08-22 10:00:00
72.94172,0.0225,2020-08-22 11:00:00
69.26486,0.6025,2020-08-22 12:00:00
69.17792,0.765,2020-08-22 13:00:00
69.89576,0.775,2020-08-22 14:00:00
70.7108,0.7825,2020-08-22 15:00:00
74.21090000000001,0.795,2020-08-22 16:00:00
81.0671,0.795,2020-08-22 17:00:00
85.98164,0.785,2020-08-22 18:00:00
88.91006,0.7675000000000001,2020-08-22 19:00:00
90.662,0.4775,2020-08-22 20:00:00
92.27084,0.5875,2020-08-22 21:00:00
91.73876000000001,0.7275,2020-08-22 22:00:00
89.08735999999999,0.575,2020-08-22 23:00:00
86.70956000000001,0.25,2020-08-23 00:00:00
84.72955999999999,0.025,2020-08-23 01:00:00
82.74956,0.02,2020-08-23 02:00:00
80.75876,0.385,2020-08-23 03:00:00
78.11636,0.025,2020-08-23 04:00:00
76.298,0.0175,2020-08-23 05:00:00
74.66036,0.28750000000000003,2020-08-23 06:00:00
73.36076,0.1075,2020-08-23 07:00:00
72.3578,0.0175,2020-08-23 08:00:00
71.951,0.025,2020-08-23 09:00:00
71.38076000000001,0.0225,2020-08-23 10:00:00
